OCHA_VNAME,VDC_CODE,VDC_NAME
Darakh,524 5 13 71 5 024,Darakh
Dhangadhi N.P.,524 5 13 71 3 001,Dhangadhi Municipality
Dansinhapur,524 5 13 71 5 001,Dhansinghapur
Dododhara,524 5 13 71 5 011,Dododhara
Durgauli,524 5 13 71 5 004,Durgauli
Gadariya,524 5 13 71 5 041,Gadariya
Geta,524 5 13 71 5 033,Geta
Godawari,524 5 13 71 5 036,Godawari
Hasuliya,524 5 13 71 5 022,Hasuliya
Janakinagar,524 5 13 71 5 006,Janakinagar
Joshipur,524 5 13 71 5 016,Joshipur
Khailad,524 5 13 71 5 018,Khailad
Khairala,524 5 13 71 5 039,Khairala
KotaTulsipur,524 5 13 71 5 008,Kota Tulsipur
Lalbojhi,524 5 13 71 5 013,Lalbojhi
Malakheti,524 5 13 71 5 035,Malakheti
Masuriya,524 5 13 71 5 026,Masuriya
Mohanyal,524 5 13 71 5 028,Mohanyal
Munuwa,524 5 13 71 5 003,Munuwa
Narayanpur,524 5 13 71 5 002,Narayanpur
Nigali,524 5 13 71 5 038,Nigali
Pawera,524 5 13 71 5 021,Pabera
Pahalmanpur,524 5 13 71 5 019,Pahalmanpur
Pandaun,524 5 13 71 5 029,Pandaun
Pathariya,524 5 13 71 5 005,Pathariya
Phulwari,524 5 13 71 5 030,Phulbari
Pratapapur,524 5 13 71 5 007,Pratappur
RamsikharJhala,524 5 13 71 5 027,Ramshikharjhala
Ratanpur,524 5 13 71 5 020,Ratanpur
Sahajpur,524 5 13 71 5 037,Sahajpur
Sadepani,524 5 13 71 5 025,Sandepani
Sreepur,524 5 13 71 5 034,Shripur
Sugarkhal,524 5 13 71 5 012,Sugurkhal
Thapapur,524 5 13 71 5 015,Thapapur
Tikapur N.P.,524 5 13 71 3 002,Tikapur Municipality
Udasipur,524 5 13 71 5 042,Udasipur
Urma,524 5 13 71 5 031,Urme
Beldandi,524 5 14 72 5 002,Beldada
Chandani,524 5 14 72 5 016,Chadani
Daijee,524 5 14 72 5 018,Daiji
Dekhatbhuli,524 5 14 72 5 006,Dekhatmuli
Dodhara,524 5 14 72 5 015,Dodhara
Jhalari,524 5 14 72 5 019,Jhalari
Kalika,524 5 14 72 5 010,Kalika
Krishnapur,524 5 14 72 5 008,Krishnapur
Laxmipur,524 5 14 72 5 004,Laxmipur
Mahendra Nagar N.P.,524 5 14 72 3 001,Mahendranagar Municipality
Parasan,524 5 14 72 5 012,Parasan
Pipaladi,524 5 14 72 5 007,Pepladi
RaikawarBichawa,524 5 14 72 5 009,Raikawarabechawa
RauteliBichawa,524 5 14 72 5 001,Raitali Bechawa
RampurBilaspur,524 5 14 72 5 003,Rampur Bilaspur
Royal Shukla Phanta National Park,524 5 14 72 9 001,Royal Shukla Phanta National Park
Sankarpur,524 5 14 72 5 005,Shankarpur
Sreepur,524 5 14 72 5 013,Shreepur
Suda,524 5 14 72 5 017,Sudha
Tribhuwanbast,524 5 14 72 5 011,Tribhuwanbasti
BaisiBichawa,524 5 14 72 5 014,Waesi Bichawa
Ajayameru,524 5 14 73 5 019,Aajayamaru
Alital,524 5 14 73 5 010,Aalital
Ashigram,524 5 14 73 5 008,Achegram
Amargadhi N.P.,524 5 14 73 3 001,Amargadhi Municipality
Bagarkot,524 5 14 73 5 015,Bagarkot
Belapur,524 5 14 73 5 003,Belapur
Bhadrapur,524 5 14 73 5 018,Bhadrapur
Bhageswor,524 5 14 73 5 014,Bhageshor
Chipur,524 5 14 73 5 017,Chepur
DewalDibyapur,524 5 14 73 5 016,Dewaldebhyapur
Ganeshpur,524 5 14 73 5 007,Ganeshpur
Gankhet,524 5 14 73 5 009,Gankhet
Jogbuda,524 5 14 73 5 011,Jogbudha
Kailapalamandau,524 5 14 73 5 006,Kailpalmandu
Koteli,524 5 14 73 5 001,Kotaeli
Manilek,524 5 14 73 5 002,Manilek
Mashtamandau,524 5 14 73 5 005,Mastamandu
Nawadurga,524 5 14 73 5 004,Nawadurga
Rupal,524 5 14 73 5 013,Rupal
Samejee,524 5 14 73 5 020,Samaiji
Sirsha,524 5 14 73 5 012,Serse
Amchaur,524 5 14 74 5 031,Amchaur
Basantapur,524 5 14 74 5 004,Basantapur
Basuling,524 5 14 74 5 006,Basulinga
Bhatana,524 5 14 74 5 058,Bhatana
Bhumeswor,524 5 14 74 5 009,Bhumeshwar
Bumiraj,524 5 14 74 5 056,Bhumiraj
Bijayapur,524 5 14 74 5 053,Bijayapur
Bilashpur,524 5 14 74 5 030,Bishalpur
Chaukham,524 5 14 74 5 019,Chaukham
Dasharathchanda N.P.,524 5 14 74 3 001,Dasharath Chanda Municipality
Dehimandau,524 5 14 74 5 039,Dehimadaun
Deulek,524 5 14 74 5 045,Deulek
Dhungad,524 5 14 74 5 022,Dhugad
Dilasaini,524 5 14 74 5 049,Dilasaini
DurgaBhabani,524 5 14 74 5 038,Durgabhawani
Durgasthan,524 5 14 74 5 035,Durgasthan
Gajari,524 5 14 74 5 017,Ganjari
Giregada,524 5 14 74 5 034,Giregada
Gokuleswor,524 5 14 74 5 048,Gokuleshwar
Gujar,524 5 14 74 5 010,Gujar
Gurukhola,524 5 14 74 5 005,Gurukhola
Gwallek,524 5 14 74 5 036,Gwallek
Hat,524 5 14 74 5 059,Hat
Hatraj,524 5 14 74 5 040,Hatairaj
Kaipal,524 5 14 74 5 024,Kailpal
Kataujpani,524 5 14 74 5 046,Kataunjpani
Kotila,524 5 14 74 5 055,Kotila
Kotpetara,524 5 14 74 5 062,Kotpetara
Kulau,524 5 14 74 5 026,Kulaun
Kuwakot,524 5 14 74 5 057,Kuwakot
Mahadevsthan,524 5 14 74 5 061,Mahadevsthan
Mahakali,524 5 14 74 5 027,Mahakali
Maharudra,524 5 14 74 5 002,Maharudra
Malladehi,524 5 14 74 5 054,Malladehi
Mathairaj,524 5 14 74 5 051,Mathairaj
Maunali,524 5 14 74 5 007,Mauneli
Melauli,524 5 14 74 5 001,Melauli
Nagarjun,524 5 14 74 5 037,Nagarjun
Nwadeu,524 5 14 74 5 060,Nwadeu
Nwali,524 5 14 74 5 043,Nwali
Pancheswor,524 5 14 74 5 025,Pancheshwar
Patan,524 5 14 74 5 011,Patan
Rauleswor,524 5 14 74 5 008,Rauleshwar
Dhikarim/Rim,524 5 14 74 5 047,Rim
Raudidewal,524 5 14 74 5 033,Rodideval
Rudreswor,524 5 14 74 5 050,Rudreshwar
Sakar,524 5 14 74 5 023,Sakar
Salena,524 5 14 74 5 003,Salena
Sarmali,524 5 14 74 5 028,Sarmali
Shankarpur,524 5 14 74 5 015,Shankarpur
Shivaling,524 5 14 74 5 020,Shivalinga
Shibanath,524 5 14 74 5 032,Shivanath
SreeKedar,524 5 14 74 5 042,Shrikedar
Sreekot,524 5 14 74 5 041,Shrikot
Siddhapur,524 5 14 74 5 013,Siddhapur
Siddheswor,524 5 14 74 5 014,Siddheshwar
Sikash,524 5 14 74 5 018,Sigas
Shikharpur,524 5 14 74 5 016,Sikhar
Silanga,524 5 14 74 5 012,Silanga
Dhikasintad/Sitad,524 5 14 74 5 044,Sittad
Talladehi,524 5 14 74 5 052,Talladehi
Thalakanda,524 5 14 74 5 021,Thalakanda
Udayadeb,524 5 14 74 5 029,Udayadev
Bhagabati,524 5 14 75 5 015,Bhagawati
Boharigau,524 5 14 75 5 036,Boharigaun
Bramhadev,524 5 14 75 5 009,Bramhadev
Byash,524 5 14 75 5 001,Byas
Chhapari,524 5 14 75 5 010,Chhapari
Dadakot,524 5 14 75 5 018,Dandakot
Dattu,524 5 14 75 5 014,Dattu
Dethala,524 5 14 75 5 040,Dethala
Dhap,524 5 14 75 5 013,Dhap
Dhari,524 5 14 75 5 008,Dhari
Dhaulakot,524 5 14 75 5 004,Dhaulakot
Dhuligada,524 5 14 75 5 033,Dhuligada
Ghusa,524 5 14 75 5 023,Ghunsa
Gokuleswor,524 5 14 75 5 037,Gokuleshwar
Guljar,524 5 14 75 5 025,Guljar
Gwani,524 5 14 75 5 035,Gwani
Hikila,524 5 14 75 5 006,Hikila
Hunainath,524 5 14 75 5 017,Hunainath
Huti,524 5 14 75 5 007,Huti
Eyarkot,524 5 14 75 5 031,Iyarkot
Kante,524 5 14 75 5 011,Kati (Kante)
Khalanga,524 5 14 75 5 012,Khalanga
Khandeswori,524 5 14 75 5 024,Khandeshwari
Khar,524 5 14 75 5 032,Khar
Kharkada,524 5 14 75 5 021,Kharkanda
Lali,524 5 14 75 5 020,Lali
Latinath,524 5 14 75 5 028,Latinath
Malikarjun,524 5 14 75 5 016,Malikarjun
Pipalchauri,524 5 14 75 5 005,Pipalchaur
Ranisikhar,524 5 14 75 5 041,Ranishikhar
Rapla,524 5 14 75 5 002,Rapla
Rithachaupata,524 5 14 75 5 038,Ritthachaupata
Sharmauli,524 5 14 75 5 039,Sarmauli
Seri,524 5 14 75 5 029,Seri
Sankarpur,524 5 14 75 5 022,Shankarpur
Sikhar,524 5 14 75 5 034,Shikhar
Sipti,524 5 14 75 5 030,Sipti
Sitaula,524 5 14 75 5 026,Sitaula
Sunsera,524 5 14 75 5 003,Sunsera
Tapoban,524 5 14 75 5 027,Tapoban
Uku,524 5 14 75 5 019,Uku
