p_code,hlcit,vdc
W-GAN-37-055,524 3 07 37 5 049,Suryapal
W-GAN-37-056,524 3 07 37 5 009,Tadhring
W-GAN-37-057,524 3 07 37 5 050,Tandrang Taksar
W-GAN-37-058,524 3 07 37 5 042,Tarku
W-GAN-37-059,524 3 07 37 5 029,Tarkughat
W-GAN-37-060,524 3 07 37 5 043,Udipur
W-GAN-37-061,524 3 07 37 5 036,Ghaleuttarkanya
W-GAN-38-001,524 3 07 40 5 011,Anbukhaireni
W-GAN-38-002,524 3 07 40 5 033,Arunodaya
W-GAN-38-003,524 3 07 40 5 025,Baidi
W-GAN-38-004,524 3 07 40 5 012,Bandipur
W-GAN-38-005,524 3 07 40 5 006,Barbhanjyang
W-GAN-38-006,524 3 07 40 5 015,Basantapur
W-GAN-38-007,524 3 07 40 5 008,Bhanu
W-GAN-38-008,524 3 07 40 5 038,Bhanumati
W-GAN-38-009,524 3 07 40 5 039,Bhimad
W-GAN-38-010,524 3 07 40 5 026,Bhirkot
W-GAN-38-011,524 3 07 40 3 001,Byas Municipality
W-GAN-38-012,524 3 07 40 5 032,Chhang
W-GAN-38-013,524 3 07 40 5 013,Chhimkeshwari
W-GAN-38-014,524 3 07 40 5 027,Chhipchhipe
W-GAN-38-015,524 3 07 40 5 002,Chokchisapani
W-GAN-38-016,524 3 07 40 5 014,Deurali
W-GAN-38-017,524 3 07 40 5 028,Devghat
W-GAN-38-018,524 3 07 40 5 016,Dharampani
W-GAN-38-019,524 3 07 40 5 040,Dhorphidi
W-GAN-38-020,524 3 07 40 5 043,Dulegaunda
W-GAN-38-021,524 3 07 40 5 041,Phirphire
W-GAN-38-022,524 3 07 40 5 034,Gajarkot
W-GAN-38-023,524 3 07 40 5 001,Ghansikuwa
W-GAN-38-024,524 3 07 40 5 018,Jamune
W-GAN-38-025,524 3 07 40 5 020,Kahunshivapur
W-GAN-38-026,524 3 07 40 5 019,Keshavtar
W-GAN-38-027,524 3 07 40 5 044,Khairenitar
W-GAN-38-028,524 3 07 40 5 036,Kihun
W-GAN-38-029,524 3 07 40 5 029,Kota
W-GAN-38-030,524 3 07 40 5 021,Kotdarbar
W-GAN-38-031,524 3 07 40 5 031,Kyamin
W-GAN-38-032,524 3 07 40 5 037,Majhkot
W-GAN-38-033,524 3 07 40 5 045,Manpang
W-GAN-38-034,524 3 07 40 5 007,Pokharibhanjyang
W-GAN-38-035,524 3 07 40 5 009,Purkot
W-GAN-38-036,524 3 07 40 5 042,Raipur
W-GAN-38-037,524 3 07 40 5 023,Ramjakot
W-GAN-38-038,524 3 07 40 5 022,Resing Ranipokhari
W-GAN-38-039,524 3 07 40 5 017,Risti
W-GAN-38-040,524 3 07 40 5 004,Rupakot
W-GAN-38-041,524 3 07 40 5 005,Setiswara
W-GAN-38-042,524 3 07 40 5 024,Samubhagawati
W-GAN-38-043,524 3 07 40 5 030,Syamgha
W-GAN-38-044,524 3 07 40 5 035,Sundhara (Thiring )
W-GAN-38-045,524 3 07 40 5 010,Tanahunsur
W-GAN-38-046,524 3 07 40 5 046,Thaprek
W-GAN-38-047,524 3 07 40 5 003,Mirlung
W-GAN-39-001,524 3 07 41 5 051,Aalamdevi
W-GAN-39-002,524 3 07 41 5 020,Arjunchaupari
W-GAN-39-003,524 3 07 41 5 025,Aruchaur
W-GAN-39-004,524 3 07 41 5 017,Arukharka
W-GAN-39-005,524 3 07 41 5 026,Bangephatke
W-GAN-39-006,524 3 07 41 5 004,Bahakot
W-GAN-39-007,524 3 07 41 5 012,Banethok Deurali
W-GAN-39-008,524 3 07 41 5 018,Bhatkhola
W-GAN-39-009,524 3 07 41 5 027,Bichari Chautara
W-GAN-39-010,524 3 07 41 5 052,Birgha Archhale
W-GAN-39-011,524 3 07 41 5 005,Biruwa Archale
W-GAN-39-012,524 3 07 41 5 053,Chandibhanjyang
W-GAN-39-013,524 3 07 41 5 045,Chapakot
W-GAN-39-014,524 3 07 41 5 013,Chhangchhangdi
W-GAN-39-015,524 3 07 41 5 028,Chilaunebas
W-GAN-39-016,524 3 07 41 5 036,Chinnebas
W-GAN-39-017,524 3 07 41 5 006,Magyam Chisapani
W-GAN-39-018,524 3 07 41 5 007,Chitrebhanjyang
W-GAN-39-019,524 3 07 41 5 014,Darsing Dahathum
W-GAN-39-020,524 3 07 41 5 040,Dhapuk Simalbhanjyang
W-GAN-39-021,524 3 07 41 5 030,Phaparthum
W-GAN-39-022,524 3 07 41 5 019,Phedikhola
W-GAN-39-023,524 3 07 41 5 033,Jagatbhanjyang
W-GAN-39-024,524 3 07 41 5 054,Jagatradevi
W-GAN-39-025,524 3 07 41 5 042,Kalikakot
W-GAN-39-026,524 3 07 41 5 009,Kolmabarahachaur
W-GAN-39-027,524 3 07 41 5 034,Kewar
W-GAN-39-028,524 3 07 41 5 021,Khilu Deurali
W-GAN-39-029,524 3 07 41 5 008,Kichanas
W-GAN-39-030,524 3 07 41 5 049,Kuwakot
W-GAN-39-031,524 3 07 41 5 037,Kyakmi
W-GAN-39-032,524 3 07 41 5 011,Majhkot Shivalaya
W-GAN-39-033,524 3 07 41 5 055,Malunga
W-GAN-39-034,524 3 07 41 5 035,Malyangkot
W-GAN-39-035,524 3 07 41 5 038,Manakamana
W-GAN-39-036,524 3 07 41 5 057,Nibuwakharka
W-GAN-39-037,524 3 07 41 5 010,Orashte
W-GAN-39-038,524 3 07 41 5 048,Pakwadi
W-GAN-39-039,524 3 07 41 5 029,Panchamul
W-GAN-39-040,524 3 07 41 5 001,Pawegode
W-GAN-39-041,524 3 07 41 5 059,Pelakot
W-GAN-39-042,524 3 07 41 5 016,Pelkachaur
W-GAN-39-043,524 3 07 41 5 058,Pidikhola
W-GAN-39-044,524 3 07 41 3 001,Putalibazar Municipality
W-GAN-39-045,524 3 07 41 5 015,Rangbhang
W-GAN-39-046,524 3 07 41 5 022,Rapakot
W-GAN-39-047,524 3 07 41 5 046,Ratnapur
W-GAN-39-048,524 3 07 41 5 043,Saankhar
W-GAN-39-049,524 3 07 41 5 023,Satodarau
W-GAN-39-050,524 3 07 41 5 039,Sekham
W-GAN-39-051,524 3 07 41 5 031,Setidobhan
W-GAN-39-052,524 3 07 41 5 056,Shrikrishna Gandaki
W-GAN-39-053,524 3 07 41 5 060,Sirsekot
W-GAN-39-054,524 3 07 41 5 041,Soerek
W-GAN-39-055,524 3 07 41 5 002,Taksar
W-GAN-39-056,524 3 07 41 5 003,Thulahiti
W-GAN-39-057,524 3 07 41 5 044,Thumpokhara
W-GAN-39-058,524 3 07 41 5 050,Tindobato
W-GAN-39-059,524 3 07 41 5 047,Tulsi Bhanjyang
W-GAN-39-060,524 3 07 41 3 002,Waling Municipality
W-GAN-39-061,524 3 07 41 5 032,Wangsing
W-GAN-39-062,524 3 07 41 5 024,Yadali
W-GAN-40-001,524 3 07 39 5 020,Arba Bijaypur
W-GAN-40-002,524 3 07 39 5 024,Argala
W-GAN-40-003,524 3 07 39 5 001,Bhachok
W-GAN-40-004,524 3 07 39 5 039,Bhadauretamago
W-GAN-40-005,524 3 07 39 5 014,Bharatpokhari
W-GAN-40-006,524 3 07 39 5 032,Chapakot
W-GAN-40-007,524 3 07 39 5 027,Dangsing
W-GAN-40-008,524 3 07 39 5 007,Deurali
W-GAN-40-009,524 3 07 39 5 028,Dhampus
W-GAN-40-010,524 3 07 39 5 040,Dhikur Pokhari
W-GAN-40-011,524 3 07 39 5 030,Dhital
W-GAN-40-012,524 3 07 39 5 033,Ghachok
W-GAN-40-013,524 3 07 39 5 029,Dhandruk
W-GAN-40-014,524 3 07 39 5 008,Hansapur
W-GAN-40-015,524 3 07 39 5 025,Hyangja
W-GAN-40-016,524 3 07 39 5 022,Kahun
W-GAN-40-017,524 3 07 39 5 012,Kalika
W-GAN-40-018,524 3 07 39 5 041,Kaskikot
W-GAN-40-019,524 3 07 39 5 017,Kristi Nachnechaur
W-GAN-40-020,524 3 07 39 5 034,Lahachok
W-GAN-40-021,524 3 07 39 5 019,Lama Chaur
W-GAN-40-022,524 3 07 39 3 002,Lekhnath Municipality
W-GAN-40-023,524 3 07 39 5 031,Lumle
W-GAN-40-024,524 3 07 39 5 035,Lwangghalel
W-GAN-40-025,524 3 07 39 5 036,Machhapuchchhre
W-GAN-40-026,524 3 07 39 5 013,Majhthana
W-GAN-40-027,524 3 07 39 5 023,Mauja
W-GAN-40-028,524 3 07 39 5 002,Mijuredanda
W-GAN-40-029,524 3 07 39 5 003,Namarjung
W-GAN-40-030,524 3 07 39 5 016,Nirmalpokhari
W-GAN-40-031,524 3 07 39 5 004,Parche
W-GAN-40-032,524 3 07 39 2 001,Pokhara Sub Metropolitan
W-GAN-40-033,524 3 07 39 5 018,Pumdi Bhumdi
W-GAN-40-034,524 3 07 39 5 026,Puranchaur
W-GAN-40-035,524 3 07 39 5 037,Ribhan
W-GAN-40-036,524 3 07 39 5 009,Rupakot
W-GAN-40-037,524 3 07 39 5 005,Saimarang
W-GAN-40-038,524 3 07 39 5 042,Salyan
W-GAN-40-039,524 3 07 39 5 043,Sarangkot
W-GAN-40-040,524 3 07 39 5 038,Sardikhola
W-GAN-40-041,524 3 07 39 5 010,Siddha
W-GAN-40-042,524 3 07 39 5 015,Silujure
W-GAN-40-043,524 3 07 39 5 006,Thumakodanda
W-GAN-40-044,524 3 07 39 5 011,Thumki
W-GAN-40-045,524 3 07 39 5 021,Bhalam
W-GAN-41-001,524 3 07 38 5 004,Bhraka
W-GAN-41-002,524 3 07 38 5 001,Chame
W-GAN-41-003,524 3 07 38 5 012,Dharapani
W-GAN-41-004,524 3 07 38 5 009,Phu
W-GAN-41-005,524 3 07 38 5 002,Ghyaru
W-GAN-41-006,524 3 07 38 5 006,Khangsar
W-GAN-41-007,524 3 07 38 5 005,Manang
W-GAN-41-008,524 3 07 38 5 008,Nar
W-GAN-41-009,524 3 07 38 5 013,Ngawal
W-GAN-41-010,524 3 07 38 5 003,Pisang
W-GAN-41-011,524 3 07 38 5 011,Bagarchhap
W-GAN-41-012,524 3 07 38 5 007,Tangkimanang
W-GAN-41-013,524 3 07 38 5 010,Thoche
W-LUM-46-001,524 3 09 51 5 061,Aglung
W-LUM-46-002,524 3 09 51 5 043,Amar Arwathok
W-LUM-46-003,524 3 09 51 5 070,Amarpur
W-LUM-46-004,524 3 09 51 5 001,Ampchaur
W-LUM-46-005,524 3 09 51 5 018,Arbani
W-LUM-46-006,524 3 09 51 5 071,Arje
W-LUM-46-007,524 3 09 51 5 026,Arkhale
W-LUM-46-008,524 3 09 51 5 062,Arkhabang
W-LUM-46-009,524 3 09 51 5 002,Arlangkot
W-LUM-46-010,524 3 09 51 5 010,Aslewa
W-LUM-46-011,524 3 09 51 5 027,Badagaun
W-LUM-46-012,524 3 09 51 5 063,Banjhkateri
W-LUM-46-013,524 3 09 51 5 034,Baletaksar
W-LUM-46-014,524 3 09 51 5 028,Balithum
W-LUM-46-015,524 3 09 51 5 035,Bamgha
W-LUM-46-016,524 3 09 51 5 011,Bharse
W-LUM-46-017,524 3 09 51 5 019,Bhurtung
W-LUM-46-018,524 3 09 51 5 044,Birbas
W-LUM-46-019,524 3 09 51 5 003,Bisukharka
W-LUM-46-020,524 3 09 51 5 072,Chhaphile
W-LUM-46-021,524 3 09 51 5 073,Darlamchaur
W-LUM-46-022,524 3 09 51 5 045,Darbardevisthan
W-LUM-46-023,524 3 09 51 5 074,Darling
W-LUM-46-024,524 3 09 51 5 046,Daugha
W-LUM-46-025,524 3 09 51 5 076,Dhamir
W-LUM-46-026,524 3 09 51 5 053,Bastu
W-LUM-46-027,524 3 09 51 5 054,Bhanbane
W-LUM-46-028,524 3 09 51 5 058,Nayagaun
W-LUM-46-029,524 3 09 51 5 055,Dhurkot Rajasthal
W-LUM-46-030,524 3 09 51 5 036,Digam
W-LUM-46-031,524 3 09 51 5 004,Dibrung
W-LUM-46-032,524 3 09 51 5 075,Dohali
W-LUM-46-033,524 3 09 51 5 047,Dubichaur
W-LUM-46-034,524 3 09 51 5 024,Phoksing
W-LUM-46-035,524 3 09 51 5 048,Gaindakot
W-LUM-46-036,524 3 09 51 5 020,Gwadha
W-LUM-46-037,524 3 09 51 5 037,Gwadi
W-LUM-46-038,524 3 09 51 5 056,Hadhade
W-LUM-46-039,524 3 09 51 5 012,Hasara
W-LUM-46-040,524 3 09 51 5 049,Hardineta
W-LUM-46-041,524 3 09 51 5 005,Harewa
W-LUM-46-042,524 3 09 51 5 021,Harmichaur
W-LUM-46-043,524 3 09 51 5 006,Harrachaur
W-LUM-46-044,524 3 09 51 5 052,Hastichaur
W-LUM-46-045,524 3 09 51 5 065,Hwangdi
W-LUM-46-046,524 3 09 51 5 038,Hunga
W-LUM-46-047,524 3 09 51 5 077,Ismarajasthal
W-LUM-46-048,524 3 09 51 5 057,Jaisithok
W-LUM-46-049,524 3 09 51 5 022,Jayakhani
W-LUM-46-050,524 3 09 51 5 013,Jahang
W-LUM-46-051,524 3 09 51 5 014,Juniya
W-LUM-46-052,524 3 09 51 5 029,Jubhung
W-LUM-46-053,524 3 09 51 5 023,Khadgakot
W-LUM-46-054,524 3 09 51 5 050,Kharjyang
W-LUM-46-055,524 3 09 51 5 007,Kurgha
W-LUM-46-056,524 3 09 51 5 015,Limgha
W-LUM-46-057,524 3 09 51 5 066,Malayagiri
W-LUM-46-058,524 3 09 51 5 067,Maramung
W-LUM-46-059,524 3 09 51 5 030,Musikot
W-LUM-46-060,524 3 09 51 5 068,Myal Pokhari
W-LUM-46-061,524 3 09 51 5 078,Neta
W-LUM-46-062,524 3 09 51 5 039,Pallakot
W-LUM-46-063,524 3 09 51 5 031,Paralmi
W-LUM-46-064,524 3 09 51 5 079,Paudi Amarado
W-LUM-46-065,524 3 09 51 5 059,Pipaldhara
W-LUM-46-066,524 3 09 51 5 064,Purkotdaha
W-LUM-46-067,524 3 09 51 5 025,Purtighat
W-LUM-46-068,524 3 09 51 5 040,Ripuwa
W-LUM-46-069,524 3 09 51 5 016,Rupakot
W-LUM-46-070,524 3 09 51 5 041,Ruru
W-LUM-46-071,524 3 09 51 5 008,Santipur
W-LUM-46-072,524 3 09 51 5 051,Simichaur
W-LUM-46-073,524 3 09 51 5 069,Sirseni
W-LUM-46-074,524 3 09 51 5 032,Tamghas
W-LUM-46-075,524 3 09 51 5 042,Thanpati
W-LUM-46-076,524 3 09 51 5 017,Thulo Lumpek
W-LUM-46-077,524 3 09 51 5 009,Turang
W-LUM-46-078,524 3 09 51 5 060,Wagla
W-LUM-46-079,524 3 09 51 5 033,Bamitaksar
W-LUM-46-080,524 3 09 51 9 001,Resunga Forest
W-LUM-47-001,524 3 09 46 5 002,Archale
W-LUM-47-002,524 3 09 46 5 058,Argali
W-LUM-47-003,524 3 09 46 5 016,Bahadurpur
W-LUM-47-004,524 3 09 46 5 050,Baldengadhi
W-LUM-47-005,524 3 09 46 5 045,Bandhi Pokhara
W-LUM-47-006,524 3 09 46 5 023,Barangdi
W-LUM-47-007,524 3 09 46 5 048,Bhairavsthan
W-LUM-47-008,524 3 09 46 5 051,Bhuwan Pokhari
W-LUM-47-009,524 3 09 46 5 003,Birkot
W-LUM-47-010,524 3 09 46 5 047,Bodha Pokhara Thok
W-LUM-47-011,524 3 09 46 5 046,Bodhagumba
W-LUM-47-012,524 3 09 46 5 025,Chappani
W-LUM-47-013,524 3 09 46 5 052,Chhahara
W-LUM-47-014,524 3 09 46 5 032,Chidipani
W-LUM-47-015,524 3 09 46 5 026,Chirtungdhara
W-LUM-47-016,524 3 09 46 5 009,Darchha
W-LUM-47-017,524 3 09 46 5 027,Darlamdanda
W-LUM-47-018,524 3 09 46 5 059,Deurali
W-LUM-47-019,524 3 09 46 5 017,Devinagar
W-LUM-47-020,524 3 09 46 5 038,Dobhan
W-LUM-47-021,524 3 09 46 5 056,Phek
W-LUM-47-022,524 3 09 46 5 018,Phoksing
W-LUM-47-023,524 3 09 46 5 011,Gandakot
W-LUM-47-024,524 3 09 46 5 012,Galdha
W-LUM-47-025,524 3 09 46 5 004,Gejha
W-LUM-47-026,524 3 09 46 5 035,Gothadi
W-LUM-47-027,524 3 09 46 5 001,Heklang
W-LUM-47-028,524 3 09 46 5 033,Humin
W-LUM-47-029,524 3 09 46 5 020,Hungi
W-LUM-47-030,524 3 09 46 5 019,Jalpa
W-LUM-47-031,524 3 09 46 5 034,Jhadewa
W-LUM-47-032,524 3 09 46 5 013,Jhirbas
W-LUM-47-033,524 3 09 46 5 053,Juthapauwa
W-LUM-47-034,524 3 09 46 5 021,Jyamire
W-LUM-47-035,524 3 09 46 5 061,Kachal
W-LUM-47-036,524 3 09 46 5 039,Kaseni
W-LUM-47-037,524 3 09 46 5 005,Khaliban
W-LUM-47-038,524 3 09 46 5 028,Khanichhap
W-LUM-47-039,524 3 09 46 5 024,Khanigaun
W-LUM-47-040,524 3 09 46 5 049,Khasauli
W-LUM-47-041,524 3 09 46 5 063,Khyaha
W-LUM-47-042,524 3 09 46 5 040,Koldanda
W-LUM-47-043,524 3 09 46 5 060,Kusumkhola
W-LUM-47-044,524 3 09 46 5 041,Madan Pokhara
W-LUM-47-045,524 3 09 46 5 042,Masyam
W-LUM-47-046,524 3 09 46 5 014,Mityal
W-LUM-47-047,524 3 09 46 5 062,Mujhung
W-LUM-47-048,524 3 09 46 5 029,Nayarnamtales
W-LUM-47-049,524 3 09 46 5 054,Palung Mainadi
W-LUM-47-050,524 3 09 46 5 036,Pipaldanda
W-LUM-47-051,524 3 09 46 5 030,Pokharathok
W-LUM-47-052,524 3 09 46 5 022,Rahabas
W-LUM-47-053,524 3 09 46 5 006,Rampur
W-LUM-47-054,524 3 09 46 5 007,Ringnairah
W-LUM-47-055,524 3 09 46 5 043,Rupse
W-LUM-47-056,524 3 09 46 5 015,Sahalkot
W-LUM-47-057,524 3 09 46 5 055,Satyawati
W-LUM-47-058,524 3 09 46 5 064,Siddheshwar
W-LUM-47-059,524 3 09 46 5 008,Siluwa
W-LUM-47-060,524 3 09 46 5 065,Shamadi
W-LUM-47-061,524 3 09 46 5 037,Tahu
W-LUM-47-062,524 3 09 46 3 001,Tansen Municipality
W-LUM-47-063,524 3 09 46 5 044,Telgha
W-LUM-47-064,524 3 09 46 5 057,Timure
W-LUM-47-065,524 3 09 46 5 010,Bakamalang
W-LUM-47-066,524 3 09 46 5 031,Yamgha
W-LUM-48-001,524 3 09 47 5 037,Argyauli
W-LUM-48-002,524 3 09 47 5 009,Amarapuri
W-LUM-48-003,524 3 09 47 5 061,Amraud
W-LUM-48-004,524 3 09 47 5 040,Badahara Dubauliya
W-LUM-48-005,524 3 09 47 5 048,Bedoli
W-LUM-48-006,524 3 09 47 5 062,Banjariya
W-LUM-48-007,524 3 09 47 5 025,Benimanipur
W-LUM-48-008,524 3 09 47 5 020,Bharatipur
W-LUM-48-009,524 3 09 47 5 041,Bhujahawa
W-LUM-48-010,524 3 09 47 5 010,Bulingtar
W-LUM-48-011,524 3 09 47 5 011,Dandajheritadi
W-LUM-48-012,524 3 09 47 5 042,Daunnedevi
W-LUM-48-013,524 3 09 47 5 004,Dedgaun
W-LUM-48-014,524 3 09 47 5 035,Deurali
W-LUM-48-015,524 3 09 47 5 002,Devchuli
W-LUM-48-016,524 3 09 47 5 068,Devgaun
W-LUM-48-017,524 3 09 47 5 022,Dhauwadi
W-LUM-48-018,524 3 09 47 5 023,Dhurkot
W-LUM-48-019,524 3 09 47 5 012,Divyapuri
W-LUM-48-020,524 3 09 47 5 026,Dumkibas
W-LUM-48-021,524 3 09 47 5 013,Gaindakot
W-LUM-48-022,524 3 09 47 5 056,Germi
W-LUM-48-023,524 3 09 47 5 049,Guthiparsauni
W-LUM-48-024,524 3 09 47 5 050,Guthisuryapura
W-LUM-48-025,524 3 09 47 5 063,Hakui
W-LUM-48-026,524 3 09 47 5 057,Harpur
W-LUM-48-027,524 3 09 47 5 027,Hupsekot
W-LUM-48-028,524 3 09 47 5 043,Jahada
W-LUM-48-029,524 3 09 47 5 044,Jamuniya
W-LUM-48-030,524 3 09 47 5 021,Jaubari
W-LUM-48-031,524 3 09 47 5 036,Kawasoti
W-LUM-48-032,524 3 09 47 5 034,Kolhuwa
W-LUM-48-033,524 3 09 47 5 014,Kotthar
W-LUM-48-034,524 3 09 47 5 051,Kudiya
W-LUM-48-035,524 3 09 47 5 038,Kumarbarti
W-LUM-48-036,524 3 09 47 5 058,Kusma
W-LUM-48-037,524 3 09 47 5 028,Mainaghar
W-LUM-48-038,524 3 09 47 5 055,Makar
W-LUM-48-039,524 3 09 47 5 069,Manari
W-LUM-48-040,524 3 09 47 5 019,Mithukaram
W-LUM-48-041,524 3 09 47 5 015,Mukundapur
W-LUM-48-042,524 3 09 47 5 005,Naram
W-LUM-48-043,524 3 09 47 5 029,Narayani
W-LUM-48-044,524 3 09 47 5 052,Narsahi
W-LUM-48-045,524 3 09 47 5 030,Nayabelhani
W-LUM-48-046,524 3 09 47 5 053,Paklihawa
W-LUM-48-047,524 3 09 47 5 059,Palhi
W-LUM-48-048,524 3 09 47 5 070,Panchanagar
W-LUM-48-049,524 3 09 47 5 031,Parsauni
W-LUM-48-050,524 3 09 47 5 006,Pithauli
W-LUM-48-051,524 3 09 47 5 007,Pragatinagar
W-LUM-48-052,524 3 09 47 5 054,Pratappur
W-LUM-48-053,524 3 09 47 5 016,Rajahar
W-LUM-48-054,524 3 09 47 5 032,Rakachuli
W-LUM-48-055,524 3 09 47 5 003,Rakuwa
W-LUM-48-056,524 3 09 47 3 001,Ramgram Municipality
W-LUM-48-057,524 3 09 47 5 060,Ramnagar
W-LUM-48-058,524 3 09 47 5 071,Rampurwa
W-LUM-48-059,524 3 09 47 5 045,Rampurkhadauna
W-LUM-48-060,524 3 09 47 5 017,Ratanpur
W-LUM-48-061,524 3 09 47 5 001,Ruchang
W-LUM-48-062,524 3 09 47 5 024,Rupauliya
W-LUM-48-063,524 3 09 47 5 065,Sanai
W-LUM-48-064,524 3 09 47 5 072,Sarawal
W-LUM-48-065,524 3 09 47 5 008,Shivamandir
W-LUM-48-066,524 3 09 47 5 046,Somani
W-LUM-48-067,524 3 09 47 5 066,Sukrauli
W-LUM-48-068,524 3 09 47 5 067,Sunwal
W-LUM-48-069,524 3 09 47 5 064,Swathi
W-LUM-48-070,524 3 09 47 5 033,Tamsariya
W-LUM-48-071,524 3 09 47 5 047,Thulokhairatawa
W-LUM-48-072,524 3 09 47 5 073,Tilakpur
W-LUM-48-073,524 3 09 47 5 039,Trivenisusta
W-LUM-48-074,524 3 09 47 5 018,Upalloarkhale
W-LUM-48-075,524 3 09 47 9 001,Royal Chitwan National Park
W-LUM-49-001,524 3 09 48 5 033,Ama
W-LUM-49-002,524 3 09 48 5 016,Anandaban
W-LUM-49-003,524 3 09 48 5 023,Adarsha Amuwa
W-LUM-49-004,524 3 09 48 5 060,Asurena
W-LUM-49-005,524 3 09 48 5 013,Bhagaha
W-LUM-49-006,524 3 09 48 5 061,Bagauli
W-LUM-49-007,524 3 09 48 5 053,Wayarghat
W-LUM-49-008,524 3 09 48 5 014,Basantapur
W-LUM-49-009,524 3 09 48 5 062,Betkuiya
W-LUM-49-010,524 3 09 48 5 034,Bhagamanpur
W-LUM-49-011,524 3 09 48 5 047,Bisanpura
W-LUM-49-012,524 3 09 48 5 003,Bodabar
W-LUM-49-013,524 3 09 48 5 054,Bogadi
W-LUM-49-014,524 3 09 48 3 002,Butawal Municipality
W-LUM-49-015,524 3 09 48 5 004,Chhipagadh
W-LUM-49-016,524 3 09 48 5 005,Chhotkiramnagar
W-LUM-49-017,524 3 09 48 5 017,Chilhiya
W-LUM-49-018,524 3 09 48 5 040,Dayanagar
W-LUM-49-019,524 3 09 48 5 006,Devdaha
W-LUM-49-020,524 3 09 48 5 007,Dhakadhai
W-LUM-49-021,524 3 09 48 5 041,Dhamauli
W-LUM-49-022,524 3 09 48 5 048,Dudrakshya
W-LUM-49-023,524 3 09 48 5 042,Ekala
W-LUM-49-024,524 3 09 48 5 064,Pharena
W-LUM-49-025,524 3 09 48 5 049,Gajedi
W-LUM-49-026,524 3 09 48 5 018,Gangobaliya
W-LUM-49-027,524 3 09 48 5 055,Gonaha
W-LUM-49-028,524 3 09 48 5 025,Harnaiya
W-LUM-49-029,524 3 09 48 5 052,Hattibanagai
W-LUM-49-030,524 3 09 48 5 020,Hattipharsatikar
W-LUM-49-031,524 3 09 48 5 043,Jogada
W-LUM-49-032,524 3 09 48 5 069,Kamhariya
W-LUM-49-033,524 3 09 48 5 001,Karahiya
W-LUM-49-034,524 3 09 48 5 063,Karauta
W-LUM-49-035,524 3 09 48 5 008,Kerwani
W-LUM-49-036,524 3 09 48 5 024,Khadwa Banagai
W-LUM-49-037,524 3 09 48 5 035,Khudabagar
W-LUM-49-038,524 3 09 48 5 036,Lumbini
W-LUM-49-039,524 3 09 48 5 019,Madhawaliya
W-LUM-49-040,524 3 09 48 5 037,Madhubani
W-LUM-49-041,524 3 09 48 5 032,Mainihawa
W-LUM-49-042,524 3 09 48 5 056,Majhagawa
W-LUM-49-043,524 3 09 48 5 002,Makrahar
W-LUM-49-044,524 3 09 48 5 026,Manmateriya
W-LUM-49-045,524 3 09 48 5 028,Manpakadi
W-LUM-49-046,524 3 09 48 5 057,Maryadpur
W-LUM-49-047,524 3 09 48 5 044,Masina
W-LUM-49-048,524 3 09 48 5 027,Motipur
W-LUM-49-049,524 3 09 48 5 015,Padsari
W-LUM-49-050,524 3 09 48 5 009,Pajarkatti
W-LUM-49-051,524 3 09 48 5 058,Pakadisakron
W-LUM-49-052,524 3 09 48 5 030,Parroha
W-LUM-49-053,524 3 09 48 5 010,Patkhauli
W-LUM-49-054,524 3 09 48 5 011,Pokharbhindi
W-LUM-49-055,524 3 09 48 5 066,Rayapur
W-LUM-49-056,524 3 09 48 5 067,Rohinihawa
W-LUM-49-057,524 3 09 48 5 050,Rudrapur
W-LUM-49-058,524 3 09 48 5 045,Sadi
W-LUM-49-059,524 3 09 48 5 051,Saljhundi
W-LUM-49-060,524 3 09 48 5 059,Semara
W-LUM-49-061,524 3 09 48 5 031,Semlar
W-LUM-49-062,524 3 09 48 5 021,Shankarnagar
W-LUM-49-063,524 3 09 48 3 001,Siddhartha Nagar Municipality
W-LUM-49-064,524 3 09 48 5 012,Siktahan
W-LUM-49-065,524 3 09 48 5 068,Silautiya
W-LUM-49-066,524 3 09 48 5 038,Sipuha
W-LUM-49-067,524 3 09 48 5 029,Saurahapharsatikar
W-LUM-49-068,524 3 09 48 5 046,Suryapura
W-LUM-49-069,524 3 09 48 5 039,Tenuhawa
W-LUM-49-070,524 3 09 48 5 065,Thumha Piprahawa
W-LUM-49-071,524 3 09 48 5 022,Tikuligadh
W-LUM-49-072,524 3 09 48 9 001,Lumbini Development Area
W-LUM-50-001,524 3 09 49 5 013,Amirawa
W-LUM-50-002,524 3 09 49 5 059,Ajigara
W-LUM-50-003,524 3 09 49 5 060,Bahadurganj
W-LUM-50-004,524 3 09 49 5 041,Balarampur
W-LUM-50-005,524 3 09 49 5 014,Baluhawa
W-LUM-50-006,524 3 09 49 5 001,Banganga
W-LUM-50-007,524 3 09 49 5 042,Birahipur
W-LUM-50-008,524 3 09 49 5 049,Barkulpur
W-LUM-50-009,524 3 09 49 5 020,Basantapur
W-LUM-50-010,524 3 09 49 5 005,Banskhor
W-LUM-50-011,524 3 09 49 5 026,Bedauli
W-LUM-50-012,524 3 09 49 5 069,Bhagwanpur
W-LUM-50-013,524 3 09 49 5 043,Bhaluwari
W-LUM-50-014,524 3 09 49 5 015,Bijuwa
W-LUM-50-015,524 3 09 49 5 061,Birpur
W-LUM-50-016,524 3 09 49 5 062,Bisunpur
W-LUM-50-017,524 3 09 49 5 006,Pithuwa
